@relation 'IBM HR Data filtered-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-Rfirst-precision6-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.ReplaceMissingValues-unset-class-temporarily-weka.filters.unsupervised.attribute.StringToNominal-R8-weka.filters.unsupervised.attribute.StringToNominal-R4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.StringToNominal-R12,14-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.OrdinalToNumeric-Rlast-weka.filters.unsupervised.attribute.RenameNominalValues-weka.filters.unsupervised.attribute.NominalToBinary-A-Rlast-weka.filters.unsupervised.attribute.ClassAssigner-C7-weka.filters.unsupervised.attribute.NominalToBinary-Rlast-weka.filters.unsupervised.attribute.ClassAssigner-Clast-weka.filters.unsupervised.attribute.RenameNominalValues-Rlast-NVoluntary Resignation:0,Current employee:1'

@attribute Age {'\'(-inf-26.4]\'','\'(26.4-34.8]\'','\'(34.8-43.2]\'','\'(43.2-51.6]\'','\'(51.6-inf)\''}
@attribute BusinessTravel {Travel_Rarely,Travel_Frequently,Non-Travel}
@attribute Department {Sales,'Research & Development','Human Resources',1296}
@attribute DistanceFromHome {1,12,20,2,4,5,22,3,10,9,14,6,19,7,23,28,8,18,11,21,25,16,13,24,27,15,26,29,17,'Research & Development'}
@attribute EducationField {'Life Sciences','Technical Degree',Medical,Marketing,Other,'Human Resources',3,Test}
@attribute EnvironmentSatisfaction numeric
@attribute Gender {Female,Male,1,2}
@attribute HourlyRate {94,33,41,39,49,70,50,56,54,66,57,65,82,95,87,37,81,80,38,42,43,96,91,44,45,46,75,36,88,52,53,62,60,73,59,61,64,55,71,72,77,32,40,90,84,85,76,35,93,31,98,34,92,63,51,89,58,30,100,47,83,48,69,67,68,74,78,79,86,97,99,Male,Female}
@attribute JobInvolvement numeric
@attribute JobLevel numeric
@attribute JobRole {'Sales Executive',Manager,'Research Director','Sales Representative','Laboratory Technician','Research Scientist','Manufacturing Director','Healthcare Representative','Human Resources',5,4}
@attribute JobSatisfaction {4,3,1,2,Manager}
@attribute MaritalStatus {Single,Divorced,Married,4}
@attribute MonthlyIncome {5993,14756,19566,6825,19545,3140,1200,9355,4260,17924,2778,2799,12742,10880,2107,4877,2472,2670,2693,9526,3298,15427,2322,5209,10673,4221,9738,10312,8189,17181,2238,2306,2451,9547,4876,13591,3072,16015,4869,6032,5258,8392,7632,6230,6811,16595,4577,19141,19189,6389,6632,4779,3761,10934,6932,4721,19419,5003,18303,19973,11904,2007,10798,3376,4766,8380,4534,6151,4103,5467,17328,5647,3294,2127,8376,10124,4855,5377,5042,7756,5295,7082,9241,6430,2289,19328,6870,10447,4393,5151,4332,2782,13570,8938,2342,2090,9724,4523,2073,10048,4821,10609,4777,7379,3989,2468,4213,2559,2426,2911,3022,2269,10482,13458,2143,6220,3600,13664,5163,2871,7428,3204,5237,4450,3564,6696,12185,2793,5347,2707,3920,19436,6502,13603,2115,2326,4908,6347,2696,5974,3452,5253,3034,4197,5204,4449,9824,7491,8834,6447,9602,9434,10725,4680,5933,6334,10096,2973,7642,7094,2532,5079,7510,4107,8396,6694,12169,5731,6474,2678,6586,3579,10377,3760,2585,2875,4538,10231,8321,2996,3904,16799,3629,3500,5765,4285,9714,3069,5768,3936,2783,6513,9525,4401,3055,4189,4071,2044,16291,9907,4284,3886,3065,2406,13744,5021,3468,5605,1420,1878,2519,1904,17007,5208,1569,3464,3780,1051,6833,1611,2028,1514,3068,2960,9619,13610,4424,6074,5304,6118,2351,5985,9950,3162,16856,2329,4678,2313,2742,4599,4723,5346,2307,4108,12031,2661,14118,11994,2075,9071,2341,4568,13245,4325,4809,18172,4505,11631,2523,2231,2311,3815,2741,2657,5914,7918,5957,4898,2340,2593,5249,6929,6214,4649,12504,2610,10496,6538,2654,2768,3149,5337,3622,2121,15402,2579,2011,2691,1859,4286,2819,8621,11159,6142,11103,5121,6274,3280,4381,6500,2553,3737,2314,4537,2008,2259,3633,9725,2220,8722,10976,3691,2979,7779,4033,5714,5343,2376,2853,4444,4490,8500,6893,6125,2387,2029,5429,6687,4759,8620,8606,2795,7083,2308,5207,5878,2972,5484,6815,5063,11245,4724,5433,5505,3986,2929,1555,3907,2932,8564,2766,4001,6029,7991,6799,2956,5154,19665,9713,8103,5747,9888,8628,3067,3375,5098,2436,2380,2339,6712,2001,4404,2935,2293,8865,19068,7596,3202,2886,4302,2210,3172,4771,4011,7260,4312,4999,2774,3485,3161,2400,2725,2694,7654,4014,4377,3597,3423,16880,4162,2033,2296,10169,13966,17426,4735,2145,8161,2437,4617,1790,2086,5238,2174,16184,2404,18265,3578,3646,4320,1081,5902,10400,2232,10938,5828,9613,11878,17068,19272,4682,6653,19197,18041,2983,2093,3755,4553,2686,5324,16307,4037,7880,9582,6782,3491,5171,19740,6623,17123,6120,10920,9715,8237,2141,3211,3117,5368,16704,6472,5147,13464,4127,3540,3902,13348,5736,2867,13341,19431,9991,3944,5940,4478,2285,2619,2277,2132,2422,7847,2180,2133,2909,2501,6465,2206,3388,5126,2859,4152,5441,13872,2613,2632,2720,9419,2089,6553,8474,2794,19144,5775,4736,2476,6577,6091,2097,8412,2564,4306,2083,7861,2500,3833,6877,9705,4601,7264,10739,11416,19845,2042,9957,4728,16885,3201,7336,6578,10274,4115,2517,4695,3339,4627,11916,2362,6179,5301,1274,2064,6549,14411,9250,4663,3306,2862,6134,4968,7140,5294,2398,9667,2705,5380,17875,3748,10422,5131,8837,3407,6172,2328,3479,10648,13237,11557,4233,2321,2821,2743,2302,2785,1359,1261,7446,3722,4084,2644,5617,4157,5915,10855,9439,5006,3929,18722,6673,12490,4345,13675,5582,3310,2789,6410,2695,7547,5055,8943,7143,6755,2218,4717,6582,4262,5460,4244,4382,17159,2356,4171,5855,2270,4148,19627,10820,2791,3196,4541,10252,6812,18213,3506,9852,14732,16422,10793,2109,16032,2367,5332,5476,10748,12936,3477,6516,4978,8346,5468,9637,2936,6583,3978,5399,5487,1129,11031,2439,9936,2926,1009,13973,2600,2323,4661,9362,17169,2622,10965,2836,3033,10306,2728,9981,3102,5326,2366,4969,2377,10596,3420,7005,2148,2144,2368,2942,2088,5265,2389,6397,4741,5296,6272,2659,4364,4294,5472,3955,4420,4883,7553,9204,9380,16598,6392,2061,5206,6842,2570,10883,2305,5562,19038,4684,19392,2856,2933,2544,2966,5744,4031,7406,5231,2413,17399,1118,7978,4400,3919,13503,2889,4559,8639,19033,4000,2576,4487,9980,2096,3348,4851,6180,3424,4194,4256,5056,4950,8446,3669,5363,9998,6232,3229,16437,2592,4774,2187,3977,4878,4907,17046,2645,3441,10650,19202,2716,2216,1416,2596,2515,2561,2408,5769,5673,9854,2713,10453,2070,5661,15992,2213,4558,3408,5577,4707,5309,11691,4936,7823,1052,3660,2207,7655,2703,2154,5410,3867,2080,6674,4081,8463,4768,1563,2272,19586,4930,10333,3591,2706,6834,1951,12061,7457,10325,7525,4834,7351,3038,11935,1232,3419,7637,6499,2835,4941,7295,2348,2153,6931,3210,4554,4485,3688,5674,9699,2543,4556,3447,2773,8847,6796,14814,11713,2297,7587,5228,2506,6201,13320,8858,16756,4422,3692,18824,13577,18061,3544,4639,19701,9278,5810,13757,8008,2013,4374,4502,5538,2438,6962,13225,5507,2810,11957,7644,5406,6652,10854,2571,7639,2058,13964,2119,6380,2546,2319,2800,8966,2394,3445,2760,12965,2335,2587,1091,19161,5321,3482,4787,4193,2683,4739,4668,4319,2325,16064,6644,3983,8268,2851,2201,19406,10527,4089,19513,5561,2642,6804,4335,5485,18430,2700,6062,4765,2157,17099,2514,3291,3131,2168,19081,4998,16124,19187,2950,7988,10466,3180,8853,3312,5770,5743,5869,4187,2275,2974,6294,3539,15787,3812,6384,2804,2662,2062,16823,5373,10448,6728,4025,3785,3894,3041,2863,8726,5772,2024,2566,3058,2279,4298,3730,3319,2478,18300,6349,2904,3816,4522,2045,4647,7412,8793,4342,2572,12808,1706,2318,14852,2811,4227,6861,4621,4508,2539,2235,10512,4249,2534,13142,5071,2099,4069,4066,3517,2580,2379,2105,5033,2226,4105,2991,4200,4810,13770,1393,6735,2432,5473,1702,10266,2496,2014,6162,18740,5010,8998,3931,4465,2176,11849,5745,2370,6540,5715,6322,5396,5094,4403,5175,6524,14275,2332,6725,6949,10322,8740,13120,4323,2827,1223,6209,4078,11244,4841,4087,19613,5440,5470,3433,6883,9610,9756,2718,4648,6667,9679,2837,13826,10685,7119,4448,9208,4317,19926,3690,6261,19517,5257,3697,18200,1281,3221,3875,17639,11836,19237,17856,4539,9094,14026,4614,19331,4385,13269,5381,2655,4230,4051,8120,4240,10999,7898,5486,3673,6439,10435,15202,5675,17174,4440,6306,5329,17861,19094,6434,3838,17584,18665,8381,2450,13194,4163,15972,18606,10502,10239,4963,2479,5390,10008,4257,13734,13212,4805,2897,3346,19246,4615,19943,19717,13402,2066,6132,2461,2194,7484,19537,2288,2723,5482,2899,6385,5155,4477,17779,19847,2838,13116,2660,5689,8926,7314,18947,9396,16872,3708,3057,10845,17465,19626,17048,18789,16606,17567,10368,8578,1675,1102,5087,1483,13499,2552,2994,5916,5679,2022,3743,2074,4581,5813,9884,9069,4425,8789,3212,11996,5415,8020,8095,2244,16555,4859,3681,7104,6646,7725,5093,10221,10761,4775,2818,10903,10388,3917,5593,10445,2258,7441,2430,2690,19049,3195,5762,6854,4788,5677,2977,2267,6244,8224,2345,4373,5376,5454,6146,2756,19232,Married,5660,2455,2976,16627,4434,3617,17444,5488,2781,2372,6388,9924,3295,19833,3143,5968,2809,13496,19859,16752,10552,6545,5405,5070,4960,5067,2177,4591,19658,3377,8633,6651,10248,13525,16659,Single,3448,7969,10932,19502,7625,10475,3580,17665,4272,2290,19190,10209,16328,7879,11510,2625,2679,3230,13191,2647,6567,19999,16792,5210,2759,1601,2274,4447,17650,4327,10851,4035,5811,5906,4850,2814,18844,16959,8686,9985,4028,5980,6288,5160,13582,5666,2684,10686,8823,2844,6077,4198,2166,2440,3702,3968,2858,13206,3505,17603,18880,15379,7403,13758,5220,6852,6377,3975,7945,6323,18711,4258,13247,19045,2373,6781,4900,4789,2018,16835,5130,16413,4507,13726,13695,19636,3537,14336,13549}
@attribute MonthlyRate numeric
@attribute NumCompaniesWorked numeric
@attribute OverTime {Yes,No,Y}
@attribute PercentSalaryHike string
@attribute PerformanceRating numeric
@attribute RelationshipSatisfaction numeric
@attribute StandardHours numeric
@attribute StockOptionLevel numeric
@attribute TotalWorkingYears numeric
@attribute TrainingTimesLastYear numeric
@attribute WorkLifeBalance numeric
@attribute YearsAtCompany numeric
@attribute YearsInCurrentRole numeric
@attribute YearsSinceLastPromotion numeric
@attribute YearsWithCurrManager numeric
@attribute 'Employee Source' {Referral,'Company Website',Indeed,GlassDoor,LinkedIn,Adzuna,Seek,Recruit.net,Jora,Test,15,2}
@attribute Attrition numeric

@data
'\'(43.2-51.6]\'',Non-Travel,'Research & Development',17,'Life Sciences',2,Female,54,3,4,Manager,4,Single,16659,23258,2,Yes,13,3,3,80,0,30,2,3,5,4,1,2,Seek,1
'\'(43.2-51.6]\'',Non-Travel,'Research & Development',17,Medical,129588,2,Female,54,3,4,Manager,4,Single,16659,23258,Y,Yes,13,3,3,80,0,30,2,3,5,4,1,2,1
'\'(43.2-51.6]\'',Non-Travel,'Research & Development',17,'Life Sciences',2,Female,54,3,4,Manager,4,Single,16659,23258,2,Yes,13,3,3,80,0,30,2,3,5,4,1,2,Seek,1
'\'(43.2-51.6]\'',Non-Travel,'Research & Development',17,Medical,2,Female,54,3,4,Manager,4,Single,16659,23258,1,Yes,13,3,3,80,0,30,2,3,5,4,1,2,Seek,1
'\'(43.2-51.6]\'',Non-Travel,'Research & Development',17,'Life Sciences',2,Female,54,3,4,Manager,4,Single,16659,23258,2,Yes,13,3,3,80,0,30,2,3,5,4,1,2,Seek,1
'\'(43.2-51.6]\'',Non-Travel,'Research & Development',17,Medical,2,Female,54,3,4,Manager,4,Single,16659,23258,1,Yes,13,3,3,80,0,30,2,3,5,4,1,2,Seek,1
'\'(43.2-51.6]\'',Non-Travel,'Research & Development',17,'Life Sciences',2,Female,54,3,4,Manager,4,Single,16659,23258,2,Yes,13,3,3,80,0,30,2,3,5,4,1,2,Seek,1
'\'(43.2-51.6]\'',Non-Travel,'Research & Development',17,Medical,2,Female,54,3,4,Manager,4,Single,16659,23258,1,Yes,13,3,3,80,0,30,2,3,5,4,1,2,Seek,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',2,'Life Sciences',2,Female,54,2,2,'Laboratory Technician',3,Married,3448,13436,6,No,22,3,2,80,1,20,3,3,1,0,0,0,Recruit.net,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',2,'Life Sciences',2,Female,54,2,2,'Laboratory Technician',3,Married,3448,13436,1,No,22,3,2,80,1,20,3,3,1,0,0,0,Recruit.net,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',2,'Life Sciences',2,Female,54,2,2,'Laboratory Technician',3,Married,3448,13436,6,No,22,4,2,80,1,20,3,3,1,0,0,0,Recruit.net,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',2,'Life Sciences',2,Female,54,2,2,'Laboratory Technician',3,Married,3448,13436,1,No,22,4,2,80,1,20,3,3,1,0,0,0,Recruit.net,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',2,'Life Sciences',2,Female,54,2,2,'Laboratory Technician',3,Married,3448,13436,6,No,22,3,2,80,1,20,3,3,1,0,0,0,Recruit.net,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',2,'Life Sciences',2,Female,54,2,2,'Laboratory Technician',3,Married,3448,13436,1,No,22,3,2,80,1,20,3,3,1,0,0,0,Recruit.net,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',2,'Life Sciences',2,Female,54,2,2,'Laboratory Technician',3,Married,3448,13436,6,No,22,4,2,80,1,20,3,3,1,0,0,0,Recruit.net,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',4,'Life Sciences',2,Male,55,2,3,'Manufacturing Director',3,Married,7969,19609,2,Yes,14,3,3,80,0,28,4,3,5,4,0,4,LinkedIn,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',4,'Life Sciences',2,Male,55,2,3,'Manufacturing Director',3,Married,7969,19609,1,Yes,14,3,3,80,0,28,4,3,5,4,0,4,LinkedIn,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',4,'Life Sciences',2,Male,55,2,3,'Manufacturing Director',3,Married,7969,19609,2,Yes,14,3,3,80,0,28,4,3,5,4,0,4,LinkedIn,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',4,'Life Sciences',2,Male,55,2,3,'Manufacturing Director',3,Married,7969,19609,1,Yes,14,3,3,80,0,28,4,3,5,4,0,4,LinkedIn,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',4,'Life Sciences',2,Male,55,2,3,'Manufacturing Director',3,Married,7969,19609,2,Yes,14,3,3,80,0,28,4,3,5,4,0,4,LinkedIn,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',4,'Life Sciences',2,Male,55,2,3,'Manufacturing Director',3,Married,7969,19609,1,Yes,14,3,3,80,0,28,4,3,5,4,0,4,LinkedIn,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',4,'Life Sciences',2,Male,55,2,3,'Manufacturing Director',3,Married,7969,19609,2,Yes,14,3,3,80,0,28,4,3,5,4,0,4,LinkedIn,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',4,'Life Sciences',2,Male,55,2,3,'Manufacturing Director',3,Married,7969,19609,1,Yes,14,3,3,80,0,28,4,3,5,4,0,4,LinkedIn,1
'\'(43.2-51.6]\'',Non-Travel,'Research & Development',5,'Life Sciences',2,Male,57,2.733811,3,'Sales Executive',1,Divorced,10932,11373,3,No,15,3,3,80,1,20,2,3,1,0,0,1,LinkedIn,1
'\'(43.2-51.6]\'',Non-Travel,'Research & Development',5,'Life Sciences',2,Male,57,1,3,'Sales Executive',1,Divorced,10932,11373,5,No,15,4,3,80,1,20,2,3,1,0,0,1,LinkedIn,1
'\'(43.2-51.6]\'',Non-Travel,'Research & Development',5,'Life Sciences',2,Male,57,1,3,'Sales Executive',1,Divorced,10932,11373,3,No,15,3,3,80,1,20,2,3,1,0,0,1,LinkedIn,1
'\'(43.2-51.6]\'',Non-Travel,'Research & Development',5,'Life Sciences',2,Male,57,1,3,'Sales Executive',1,Divorced,10932,11373,5,No,15,3,3,80,1,20,2,3,1,0,0,1,LinkedIn,1
'\'(43.2-51.6]\'',Non-Travel,'Research & Development',5,'Life Sciences',2,Male,57,1,3,'Sales Executive',1,Divorced,10932,11373,5,No,15,4,3,80,1,20,2,3,1,0,0,1,LinkedIn,1
'\'(43.2-51.6]\'',Non-Travel,'Research & Development',5,'Life Sciences',2,Male,57,1,3,'Sales Executive',1,Divorced,10932,11373,3,No,15,3,3,80,1,20,2,3,1,0,0,1,LinkedIn,1
'\'(43.2-51.6]\'',Non-Travel,'Research & Development',5,'Life Sciences',2,Male,57,1,3,'Sales Executive',1,Divorced,10932,11373,5,No,15,3,3,80,1,20,2,3,1,0,0,1,LinkedIn,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',20,'Life Sciences',2,Female,57,2,2,'Healthcare Representative',3,Single,6811,2112,2,Yes,17,3,1,80,0,10,3,3,8,7,0,7,Recruit.net,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',20,Other,2,Female,57,2,2,'Healthcare Representative',3,Single,6811,2112,0,Yes,17,3,1,80,0,10,3,3,8,7,0,7,Recruit.net,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',20,'Life Sciences',2,Female,57,2,2,'Healthcare Representative',3,Single,6811,2112,2,Yes,17,3,1,80,0,10,3,3,8,7,0,7,Recruit.net,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',20,Other,2,Female,57,2,2,'Healthcare Representative',3,Single,6811,2112,0,Yes,17,3,1,80,0,10,3,3,8,7,0,7,Recruit.net,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',20,Other,2,Female,57,2,2,'Healthcare Representative',3,Single,6811,2112,0,Yes,17,3,1,80,0,10,3,3,8,7,0,7,Recruit.net,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',20,'Life Sciences',2,Female,57,2,2,'Healthcare Representative',3,Single,6811,2112,2,Yes,17,3,1,80,0,10,3,3,8,7,0,7,Recruit.net,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',20,Other,2,Female,57,2,2,'Healthcare Representative',3,Single,6811,2112,0,Yes,17,3,1,80,0,10,3,3,8,7,0,7,Recruit.net,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',28,'Life Sciences',2,Male,58,2,5,'Research Director',3,Divorced,19502,2125,1,Yes,17,3,3,80,1,31,5,3,31,9,0,9,'Company Website',1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',28,'Technical Degree',2,Male,58,2,5,'Research Director',3,Divorced,19502,2125,2,Yes,17,3,3,80,1,31,5,3,31,9,0,9,'Company Website',1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',28,'Life Sciences',2,Male,58,2,5,'Research Director',3,Divorced,19502,2125,1,Yes,17,3,3,80,1,31,5,3,31,9,0,9,'Company Website',1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',28,'Technical Degree',2,Male,58,2,5,'Research Director',3,Divorced,19502,2125,2,Yes,17,3,3,80,1,31,5,3,31,9,0,9,'Company Website',1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',28,'Life Sciences',2,Male,58,2,5,'Research Director',3,Divorced,19502,2125,1,Yes,17,3,3,80,1,31,5,3,31,9,0,9,'Company Website',1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',28,'Technical Degree',2,Male,58,2,5,'Research Director',3,Divorced,19502,2125,2,Yes,17,3,3,80,1,31,5,3,31,9,0,9,'Company Website',1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',28,'Life Sciences',2,Male,58,2,5,'Research Director',3,Divorced,19502,2125,1,Yes,17,3,3,80,1,31,5,3,31,9,0,9,'Company Website',1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',28,'Technical Degree',2,Male,58,2,5,'Research Director',3,Divorced,19502,2125,2,Yes,17,3,3,80,1,31,5,3,31,9,0,9,'Company Website',1
'\'(43.2-51.6]\'',Travel_Rarely,'Human Resources',1,'Life Sciences',1,Female,50,2,2,'Human Resources',3,Single,5985,26894,4,No,11,3,2,80,0,10,1,4,2,2,0,2,Recruit.net,1
'\'(43.2-51.6]\'',Travel_Rarely,'Human Resources',1,'Life Sciences',1,Female,50,2,2,'Human Resources',3,Single,5985,26894,0,No,11,3,2,80,0,10,1,4,2,2,0,2,Recruit.net,1
'\'(43.2-51.6]\'',Travel_Rarely,'Human Resources',1,'Life Sciences',1,Female,50,2,2,'Human Resources',3,Single,5985,26894,4,No,11,3,2,80,0,10,1,4,2,2,0,2,Recruit.net,1
'\'(43.2-51.6]\'',Travel_Rarely,'Human Resources',1,'Life Sciences',1,Female,50,2,2,'Human Resources',3,Single,5985,26894,0,No,11,3,2,80,0,10,1,4,2,2,0,2,Recruit.net,1
'\'(43.2-51.6]\'',Travel_Rarely,'Human Resources',1,'Life Sciences',1,Female,50,2,2,'Human Resources',3,Single,5985,26894,4,No,11,3,2,80,0,10,1,4,2,2,0,2,Recruit.net,1
'\'(43.2-51.6]\'',Travel_Rarely,'Human Resources',1,'Life Sciences',1,Female,50,2,2,'Human Resources',3,Single,5985,26894,0,No,11,3,2,80,0,10,1,4,2,2,0,2,Recruit.net,1
'\'(43.2-51.6]\'',Travel_Rarely,'Human Resources',1,'Life Sciences',1,Female,50,2,2,'Human Resources',3,Single,5985,26894,4,No,11,3,2,80,0,10,1,4,2,2,0,2,Recruit.net,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',3,Other,4,Male,35,3,5,Manager,4,Married,19513,9358,4,Yes,12,3,1,80,1,26,2,4,2,2,0,1,Adzuna,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',3,'Life Sciences',4,Male,35,3,5,Manager,4,Married,19513,9358,1,Yes,12,4,1,80,1,26,2,4,2,2,0,1,Adzuna,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',3,Other,4,Male,35,3,5,Manager,4,Married,19513,9358,4,Yes,12,3,1,80,1,26,2,4,2,2,0,1,Adzuna,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',3,'Life Sciences',4,Male,35,3,5,Manager,4,Married,19513,9358,1,Yes,12,3,1,80,1,26,2,4,2,2,0,1,Adzuna,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',3,Other,4,Male,35,3,5,Manager,4,Married,19513,9358,4,Yes,12,3,1,80,1,26,2,4,2,2,0,1,Adzuna,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',3,'Life Sciences',4,Male,35,3,5,Manager,4,Married,19513,9358,1,Yes,12,4,1,80,1,26,2,4,2,2,0,1,Adzuna,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',3,Other,4,Male,35,3,5,Manager,4,Married,19513,9358,4,Yes,12,3,1,80,1,26,2,4,2,2,0,1,Adzuna,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',3,'Life Sciences',4,Male,35,3,5,Manager,4,Married,19513,9358,1,Yes,12,3,1,80,1,26,2,4,2,2,0,1,Adzuna,1
'\'(43.2-51.6]\'',Travel_Rarely,'Human Resources',1,'Life Sciences',2,Female,60,4,2,'Healthcare Representative',4,Single,7625,19383,0,No,13,4,3,80,0,10,4,2,9,7,1,8,GlassDoor,1
'\'(43.2-51.6]\'',Travel_Rarely,'Human Resources',1,'Life Sciences',2,Female,60,4,2,'Healthcare Representative',4,Single,7625,19383,0,No,13,3,3,80,0,10,4,2,9,7,1,8,GlassDoor,1
'\'(43.2-51.6]\'',Travel_Rarely,'Human Resources',1,'Life Sciences',2,Female,60,4,2,'Healthcare Representative',4,Single,7625,19383,0,No,13,3,3,80,0,10,4,2,9,7,1,8,GlassDoor,1
'\'(43.2-51.6]\'',Travel_Rarely,'Human Resources',1,'Life Sciences',2,Female,60,4,2,'Healthcare Representative',4,Single,7625,19383,0,No,13,3,3,80,0,10,4,2,9,7,1,8,GlassDoor,1
'\'(43.2-51.6]\'',Travel_Rarely,'Human Resources',1,'Life Sciences',2,Female,60,4,2,'Healthcare Representative',4,Single,7625,19383,0,No,13,4,3,80,0,10,4,2,9,7,1,8,GlassDoor,1
'\'(43.2-51.6]\'',Travel_Rarely,'Human Resources',1,'Life Sciences',2,Female,60,4,2,'Healthcare Representative',4,Single,7625,19383,0,No,13,3,3,80,0,10,4,2,9,7,1,8,GlassDoor,1
'\'(43.2-51.6]\'',Travel_Rarely,'Human Resources',1,'Life Sciences',2,Female,60,4,2,'Healthcare Representative',4,Single,7625,19383,0,No,13,3,3,80,0,10,4,2,9,7,1,8,GlassDoor,1
'\'(43.2-51.6]\'',Travel_Rarely,'Human Resources',1,'Life Sciences',2,Female,60,4,2,'Healthcare Representative',4,Single,7625,19383,0,No,13,3,3,80,0,10,4,2,9,7,1,8,GlassDoor,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',2,'Life Sciences',2,Male,60,2,3,'Sales Executive',1,Married,10475,23772,5,Yes,21,3,3,80,1,20,2,3,18,13,1,12,Seek,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',2,'Life Sciences',2,Male,60,2,3,'Sales Executive',1,Married,10475,23772,4,Yes,21,4,3,80,1,20,2,3,18,13,1,12,Seek,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',2,'Life Sciences',2,Male,60,2,3,'Sales Executive',1,Married,10475,23772,5,Yes,21,4,3,80,1,20,2,3,18,13,1,12,Seek,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',2,'Life Sciences',2,Male,60,2,3,'Sales Executive',1,Married,10475,23772,4,Yes,21,4,3,80,1,20,2,3,18,13,1,12,Seek,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',2,'Life Sciences',2,Male,60,2,3,'Sales Executive',1,Married,10475,23772,5,Yes,21,3,3,80,1,20,2,3,18,13,1,12,Seek,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',2,'Life Sciences',2,Male,60,2,3,'Sales Executive',1,Married,10475,23772,4,Yes,21,4,3,80,1,20,2,3,18,13,1,12,Seek,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',2,'Life Sciences',2,Male,60,2,3,'Sales Executive',1,Married,10475,23772,5,Yes,21,4,3,80,1,20,2,3,18,13,1,12,Seek,1
'\'(43.2-51.6]\'',Travel_Rarely,'Research & Development',2,'Life Sciences',2,Male,60,2,3,'Sales Executive',1,Married,10475,23772,4,Yes,21,4,3,80,1,20,2,3,18,13,1,12,Seek,1
'\'(43.2-51.6]\'',Non-Travel,'Research & Development',24,Medical,1,Male,49,1,1,'Laboratory Technician',3,Single,3708,2104,2,No,14,3,3,80,0,9,5,3,5,2,1,4,Recruit.net,1
'\'(43.2-51.6]\'',Non-Travel,'Research & Development',24,Other,1,Male,49,1,1,'Laboratory Technician',3,Single,3708,2104,1,No,14,3,3,80,0,9,5,3,5,2,1,4,Recruit.net,1
